,id_nombre,nombre,id_ciudad,ciudad,categories,analisis_sentimientos,puntuacion_usuarios,anio,Good_Punctuation
1109,5687,Berlins Doener,9EV3,San Petersburgo,"Restaurants, Kebab, German",1.0,4.6,2018,True
1119,57d4,The Fantastic Crab Shack,9EV3,San Petersburgo,"Food, Restaurants, Seafood Markets, Southern, Specialty Food, Seafood",1.0,5.0,2018,True
1122,5814,St. Petersburg's Super Greek Festival,9EV3,San Petersburgo,"Greek, Arts & Entertainment, Festivals, Restaurants",1.0,3.7,2018,False
1157,5a28,Mini Doughnut Factory,9EV3,San Petersburgo,"Donuts, Restaurants, Food, Coffee & Tea, Desserts, Cafes",1.0,4.7,2018,True
1158,5a2b,PoFolks,9EV3,San Petersburgo,"American (Traditional), Restaurants, American (New), Southern",1.0,4.0,2018,True
1172,5b58,Simply Delicious - Country Market & Deli,9EV3,San Petersburgo,"Restaurants, Delis, Cuban, Sandwiches, Spanish",1.0,4.7,2018,True
1179,5bc8,Pasadena Bar & Grill,9EV3,San Petersburgo,"American (Traditional), Restaurants, Sandwiches, Breakfast & Brunch",1.0,5.0,2018,True
1187,5c52,Thai Wok,9EV3,San Petersburgo,"Thai, Restaurants",1.0,4.0,2018,True
1221,5ed9,Dr. BBQ,9EV3,San Petersburgo,"Restaurants, Wine Bars, Southern, Barbeque, Cocktail Bars, Bars, Nightlife, American (Traditional), Breakfast & Brunch, Comfort Food",1.0,3.8,2018,False
1236,5fdb,Renzo's - Saint Petersburg,9EV3,San Petersburgo,"Nightlife, Restaurants, Wine Bars, Argentine, Steakhouses, Bars",1.0,4.1,2018,True
1250,6128,Pizza Box,9EV3,San Petersburgo,"American (New), Pizza, Restaurants, Local Flavor, Vegetarian",1.0,4.4,2018,True
1256,61ba,Doe Doe's Diner,9EV3,San Petersburgo,"Coffee & Tea, Breakfast & Brunch, Restaurants, Food",1.0,4.1,2018,True
1264,6252,Parkshore Grill,9EV3,San Petersburgo,"Caterers, American (New), Food, Seafood, American (Traditional), Restaurants, Event Planning & Services, Steakhouses",1.0,4.4,2018,True
1269,62c3,Mario's NY Pizza,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,4.7,2018,True
1290,6435,Dooners,9EV3,San Petersburgo,"Fast Food, Turkish, German, Greek, Mediterranean, Restaurants",1.0,3.0,2018,False
1302,6564,Pipo's To Go,9EV3,San Petersburgo,"Cuban, Restaurants, Sandwiches, Breakfast & Brunch",1.0,4.2,2018,True
1315,6607,Southside Coffee,9EV3,San Petersburgo,"Coffee & Tea, Cafes, Food, Restaurants",1.0,4.6,2018,True
1316,6651,Kings Street Food  Counter,9EV3,San Petersburgo,"Hot Dogs, Local Flavor, Salad, Desserts, American (Traditional), Food, Sandwiches, Restaurants, Gastropubs",1.0,3.2,2018,False
1317,6655,Kahwa Coffee,9EV3,San Petersburgo,"Desserts, Food, Coffee & Tea, Sandwiches, Restaurants",1.0,4.5,2018,True
1320,6675,Oak & Stone - St. Petersburg,9EV3,San Petersburgo,"Restaurants, Bars, Beer Bar, American (Traditional), Pizza, Nightlife",1.0,3.9,2018,False
1325,66e0,The Melting Pot,9EV3,San Petersburgo,"American (New), Fondue, Gluten-Free, Restaurants, Salad",1.0,4.0,2018,True
1334,67b2,Skyway  Diner,9EV3,San Petersburgo,"Restaurants, Diners",0.5,4.0,2018,True
1337,6806,Engine No 9,9EV3,San Petersburgo,"American (Traditional), Food, Burgers, Nightlife, Food Delivery Services, Sports Bars, Cajun/Creole, Bars, Restaurants, American (New), Pubs",1.0,4.4,2018,True
1338,6810,Banyan Cafe And Catering,9EV3,San Petersburgo,"Cafes, Food, Caterers, Coffee & Tea, Event Planning & Services, Restaurants, Sandwiches, Breakfast & Brunch",1.0,4.0,2018,True
1349,68ea,D'exclusive Flavor,9EV3,San Petersburgo,"Breakfast & Brunch, Cuban, Mexican, Pizza, Restaurants, Sandwiches",1.0,3.5,2018,False
1362,6a7c,Room 901,9EV3,San Petersburgo,"Whiskey Bars, Wine Bars, Restaurants, Bars, American (Traditional), Beer Bar, Pubs, Nightlife",1.0,4.1,2018,True
1368,6af8,Dairy Inn,9EV3,San Petersburgo,"Restaurants, Ice Cream & Frozen Yogurt, Chicken Wings, Food, Sandwiches, Hot Dogs, Comfort Food, Burgers",1.0,4.1,2018,True
1386,6c1b,Athenian Garden,9EV3,San Petersburgo,"Specialty Food, Food, Ethnic Food, American (Traditional), Imported Food, Greek, Restaurants",1.0,3.7,2018,False
1390,6c76,Harbor Master Tiki Grille,9EV3,San Petersburgo,"Seafood, Restaurants, Sandwiches, American (Traditional)",1.0,4.2,2018,True
1394,6cc4,The Queenshead Eurobar,9EV3,San Petersburgo,"Bars, British, Breakfast & Brunch, Nightlife, Pubs, American (Traditional), Gastropubs, Restaurants",1.0,4.3,2018,True
1404,6d92,Paisano's Pizza N Pasta,9EV3,San Petersburgo,"Restaurants, Nightlife, Bars, Pizza, Italian",1.0,2.8,2018,False
1406,6db2,Beau & Mo's Italian Eating House,9EV3,San Petersburgo,"Steakhouses, Restaurants, American (New), Italian",1.0,3.9,2018,False
1417,6e5a,Gyros & Seafood Express,9EV3,San Petersburgo,"Restaurants, Seafood, Greek, Chicken Wings",1.0,5.0,2018,True
1420,6e93,Courigan's Irish Pub,9EV3,San Petersburgo,"Bars, Restaurants, Pubs, Irish, Nightlife, Irish Pub, Sports Bars",1.0,3.2,2018,False
1447,713a,Cali - Saint Petersburg,9EV3,San Petersburgo,"Restaurants, Wraps, Juice Bars & Smoothies, Food, American (New), Mediterranean, Breakfast & Brunch, Gluten-Free, Pizza",1.0,4.5,2018,True
1449,7141,Crafty Squirrel,9EV3,San Petersburgo,"Nightlife, Sports Bars, Pizza, Bars, Chicken Wings, Restaurants",1.0,4.0,2018,True
1453,71b5,Ichiban Japanese Restaurant & Sushi Bar,9EV3,San Petersburgo,"Sushi Bars, Japanese, Restaurants, Thai",1.0,4.1,2018,True
1468,72cb,Baseline Bistro,9EV3,San Petersburgo,"Mediterranean, Restaurants, Pizza, American (New), Sandwiches",1.0,4.7,2018,True
1514,75bd,China Crossings,9EV3,San Petersburgo,"Restaurants, Chinese",1.0,2.2,2018,False
1516,7609,Paulo's Pizza,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,4.2,2018,True
1521,765c,Alésia Restaurant,9EV3,San Petersburgo,"Restaurants, Vietnamese, French, Chinese",1.0,4.3,2018,True
1522,7667,Blowfish Bar & Grill,9EV3,San Petersburgo,"Bars, Nightlife, Music Venues, Seafood, American (Traditional), Restaurants, Arts & Entertainment, American (New)",0.5,1.0,2018,False
1541,786a,Big Apple Buffet 2,9EV3,San Petersburgo,"Buffets, Restaurants",1.0,3.1,2018,False
1561,79f9,Leafy Greens Cafe,9EV3,San Petersburgo,"Soup, Gluten-Free, Breakfast & Brunch, Vegetarian, Vegan, Restaurants",1.0,3.4,2018,False
1577,7b92,Elias Deli & Produce Market,9EV3,San Petersburgo,"Specialty Food, Fruits & Veggies, Restaurants, Food, Delis",1.0,5.0,2018,True
1608,7e05,Green Light Bar,9EV3,San Petersburgo,"Bars, Nightlife, Restaurants, Sushi Bars, Food, Coffee & Tea",1.0,4.8,2018,True
1609,7e22,The Avenue DTSP,9EV3,San Petersburgo,"Dive Bars, Burgers, Cocktail Bars, American (Traditional), American (New), Bars, Restaurants, Nightlife",1.0,3.8,2018,False
1611,7e4a,Cafe Masala,9EV3,San Petersburgo,"Indian, Restaurants, Food, Specialty Food",1.0,4.4,2018,True
1636,7fcb,Shep's Food Mart,9EV3,San Petersburgo,"Grocery, Delis, Food, Beer, Wine & Spirits, Restaurants",1.0,3.0,2018,False
1664,8265,Sushi Sho Rexley,9EV3,San Petersburgo,"Restaurants, Sushi Bars",1.0,4.8,2018,True
1666,82b1,The Hideaway Pizza Pub,9EV3,San Petersburgo,"Nightlife, Pizza, Pubs, Bars, Restaurants",1.0,3.7,2018,False
1712,8635,Luckie B's,9EV3,San Petersburgo,"Barbeque, Restaurants",1.0,3.2,2018,False
1714,8648,Mori Sushi,9EV3,San Petersburgo,"Japanese, Restaurants, Sushi Bars, Steakhouses",1.0,3.0,2018,False
1721,8703,Rattle N Hum,9EV3,San Petersburgo,"Gastropubs, Nightlife, Bars, Restaurants",1.0,3.6,2018,False
1732,8803,Crab Shack Restaurant,9EV3,San Petersburgo,"Seafood, Restaurants",1.0,3.8,2018,False
1738,885f,Thirsty First,9EV3,San Petersburgo,"Breakfast & Brunch, Nightlife, Restaurants, Gastropubs, American (Traditional), Bars",1.0,4.3,2018,True
1744,88b9,Trader Joe's,9EV3,San Petersburgo,"Beer, Wine & Spirits, Florists, Grocery, Vegan, Flowers & Gifts, Kosher, Restaurants, Specialty Food, Shopping, Food",1.0,4.2,2018,True
1752,8927,St. Petersburg Yacht Club,9EV3,San Petersburgo,"Event Planning & Services, Restaurants, American (Traditional), Active Life, Venues & Event Spaces, Boating",1.0,4.0,2018,True
1771,8ad7,Stone Soup Cafe,9EV3,San Petersburgo,"Nightlife, Sandwiches, Soup, Salad, Restaurants, Bars, Food, Beer Bar, Pubs, Beer, Wine & Spirits, British",1.0,4.0,2018,True
1776,8b45,Brew D Licious,9EV3,San Petersburgo,"Local Flavor, Cafes, Coffee & Tea, Restaurants, Food",1.0,4.7,2018,True
1785,8bf0,Cedars Grill,9EV3,San Petersburgo,"Restaurants, Mediterranean",1.0,3.9,2018,False
1794,8c80,Vashti West Indian Restaurant,9EV3,San Petersburgo,"Restaurants, Indian, Trinidadian, Caribbean",1.0,3.3,2018,False
1809,8d66,Darrell and Sharon's Park Street Diner,9EV3,San Petersburgo,"American (Traditional), Breakfast & Brunch, Restaurants",1.0,3.0,2018,False
1823,8e6f,Clay Oven,9EV3,San Petersburgo,"Buffets, Restaurants, Mediterranean, Pakistani, Indian",1.0,3.4,2018,False
1833,8efb,InVision Creative Cafe,9EV3,San Petersburgo,"Nightlife, Restaurants, Audio/Visual Equipment Rental, Arts & Entertainment, Shared Office Spaces, Music Venues, Party Equipment Rentals, Food, Real Estate, Coffee & Tea, Event Planning & Services, Home Services, Cafes",1.0,5.0,2018,True
1837,8f64,Kahuna's Bar And Grill,9EV3,San Petersburgo,"Burgers, Sports Bars, Mexican, Nightlife, Restaurants, Bars",1.0,2.5,2018,False
1862,921a,Tom + Chee,9EV3,San Petersburgo,"Gluten-Free, Vegetarian, Soup, Restaurants, Sandwiches, American (New)",1.0,4.1,2018,True
1868,9281,Sangwich Block,9EV3,San Petersburgo,"Restaurants, Sandwiches",1.0,4.9,2018,True
1870,928e,Station House,9EV3,San Petersburgo,"Caterers, Nightlife, Home Services, Bars, American (New), Restaurants, Venues & Event Spaces, Hotels & Travel, Hotels, Real Estate, Coffee & Tea, Event Planning & Services, Tapas/Small Plates, Cocktail Bars, Food, Shared Office Spaces",1.0,4.4,2018,True
1876,9313,PDQ St. Petersburg,9EV3,San Petersburgo,"Fast Food, American (Traditional), Chicken Wings, Salad, Sandwiches, American (New), Food, Chicken Shop, Restaurants",1.0,3.2,2018,False
1907,954d,TNT Restaurant,9EV3,San Petersburgo,"American (New), Cajun/Creole, Restaurants, Seafood",1.0,5.0,2018,True
1926,9668,Crab House,9EV3,San Petersburgo,"Restaurants, Seafood",1.0,4.6,2018,True
1951,9857,Big Apple Buffet,9EV3,San Petersburgo,"Restaurants, Chinese, Buffets, Sushi Bars",1.0,2.5,2018,False
1952,989d,Hooks Sushi Bar & Thai Food,9EV3,San Petersburgo,"Chinese, Japanese, Sushi Bars, Restaurants, Thai",1.0,4.4,2018,True
1961,9946,Sila Thai Restaurant,9EV3,San Petersburgo,"Noodles, Restaurants, Thai, Food",1.0,3.4,2018,False
1970,99e3,Schakolad Chocolate Factory,9EV3,San Petersburgo,"Food, Coffee & Tea, Specialty Food, Chocolatiers & Shops, Restaurants, Desserts",1.0,4.3,2018,True
2020,9da1,Love Food Central,9EV3,San Petersburgo,"Gluten-Free, Restaurants, Comfort Food, Vegetarian, Vegan",1.0,4.6,2018,True
2032,9f01,The Frog Pond,9EV3,San Petersburgo,"Breakfast & Brunch, Restaurants",1.0,4.4,2018,True
2038,9f63,Muddy Water Kava & Tea,9EV3,San Petersburgo,"Nightlife, Restaurants, Cafes, Coffee & Tea, Bars, Lounges, Food, Tea Rooms",1.0,4.0,2018,True
2043,a021,Kissin' Cuzzins,9EV3,San Petersburgo,"Restaurants, Breakfast & Brunch, Diners, Sandwiches, Wraps",1.0,4.6,2018,True
2049,a0a6,City's Bistro,9EV3,San Petersburgo,"Breakfast & Brunch, Restaurants, Delis, Sandwiches, Wraps",1.0,4.7,2018,True
2057,a12c,Munch's Sundries & Restaurant,9EV3,San Petersburgo,"Sandwiches, Restaurants, Breakfast & Brunch",1.0,4.5,2018,True
2060,a172,Krispy Krab,9EV3,San Petersburgo,"Seafood, Restaurants",1.0,3.4,2018,False
2077,a2e4,The Sports Bar & Grill,9EV3,San Petersburgo,"Nightlife, American (Traditional), Sports Bars, Bars, Restaurants",1.0,2.5,2018,False
2080,a303,Iberian Rooster,9EV3,San Petersburgo,"Restaurants, Portuguese",1.0,3.7,2018,False
2107,a582,Beantown Pub South,9EV3,San Petersburgo,"Bars, Nightlife, Sports Bars, Food, Burgers, Beer, Wine & Spirits, Restaurants",1.0,4.6,2018,True
2111,a5be,Athenian's Gyros & Chicken,9EV3,San Petersburgo,"Middle Eastern, Greek, Restaurants, Mediterranean",1.0,3.4,2018,False
2113,a5de,Uncle Maddio's Pizza,9EV3,San Petersburgo,"Salad, Restaurants, Italian, Pizza",1.0,3.5,2018,False
2139,a82a,Portofino Italian Ristorante,9EV3,San Petersburgo,"Pizza, Restaurants, Food Delivery Services, Italian, Breakfast & Brunch, Food",1.0,3.6,2018,False
2142,a84b,Mr Sushi,9EV3,San Petersburgo,"Japanese, Restaurants, Teppanyaki, Asian Fusion, Sushi Bars, Noodles, Soup",1.0,5.0,2018,True
2147,a8be,Thuy Cafe,9EV3,San Petersburgo,"Bubble Tea, Vietnamese, Restaurants, Food, Sandwiches",1.0,3.8,2018,False
2154,a95f,St. Pete Bagel Co.,9EV3,San Petersburgo,"Sandwiches, Restaurants, Bagels, Food, Donuts, Coffee & Tea",1.0,4.3,2018,True
2162,a9e4,PIN Wok&Bowl,9EV3,San Petersburgo,"Thai, Asian Fusion, Sushi Bars, Restaurants",1.0,4.3,2018,True
2181,ab6c,Jimmy hula's,9EV3,San Petersburgo,"Bars, Nightlife, Beer, Wine & Spirits, Hawaiian, Burgers, Food, Restaurants",1.0,3.6,2018,False
2182,ab95,Hops and Props,9EV3,San Petersburgo,"Bars, American (New), Nightlife, Restaurants, American (Traditional), Caterers, Event Planning & Services, Beer Bar",1.0,4.8,2018,True
2183,abae,Cappy's Pizzeria,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,4.1,2018,True
2187,abf5,PB & Jelly Deli,9EV3,San Petersburgo,"Sandwiches, Food, Restaurants, Caterers, Food Trucks, Delis, Event Planning & Services",1.0,4.8,2018,True
2200,acc1,The Getaway,9EV3,San Petersburgo,"Cocktail Bars, Seafood, American (Traditional), Restaurants, Local Flavor, Food, Bars, Breakfast & Brunch, Beer, Wine & Spirits, Burgers, Tiki Bars, Nightlife",1.0,3.7,2018,False
2246,b0af,The Getaway Maximo Marina,9EV3,San Petersburgo,"Nightlife, American (Traditional), Cocktail Bars, Bars, Restaurants",1.0,3.1,2018,False
2262,b19a,Reading Room Restaurant,9EV3,San Petersburgo,"Italian, American (New), American (Traditional), Bars, Nightlife, Food, Vegetarian, Cocktail Bars, Wine Bars, Restaurants, Gluten-Free, Coffee & Tea",1.0,4.4,2018,True
2284,b2fc,Kristina's Cafe,9EV3,San Petersburgo,"American (Traditional), Restaurants, Diners",1.0,3.8,2018,False
2285,b301,Hook's on 4th,9EV3,San Petersburgo,"Sushi Bars, Restaurants, Thai, Korean",1.0,4.2,2018,True
2291,b34e,Banyan Cafe & Catering,9EV3,San Petersburgo,"Food, Breakfast & Brunch, Coffee & Tea, Restaurants",1.0,3.2,2018,False
2293,b36c,Pacific Counter,9EV3,San Petersburgo,"Sushi Bars, Poke, Restaurants, Hawaiian, Asian Fusion, Food",1.0,4.8,2018,True
2314,b4ee,Bodega,9EV3,San Petersburgo,"Spanish, Cafes, Cuban, Latin American, Juice Bars & Smoothies, Food, Coffee & Tea, Restaurants",1.0,4.6,2018,True
2316,b51f,SOHO Juice Co.,9EV3,San Petersburgo,"Juice Bars & Smoothies, Restaurants, Food, Vegetarian, Acai Bowls, Vegan, Salad, Live/Raw Food",1.0,3.9,2018,False
2322,b5f0,Tyrone Restaurant,9EV3,San Petersburgo,"Restaurants, Breakfast & Brunch, American (New), American (Traditional), Cafes",1.0,4.5,2018,True
2345,b777,The Surly Mermaid,9EV3,San Petersburgo,"Food, Seafood, American (Traditional), Burgers, Fish & Chips, Restaurants, Food Trucks, Sandwiches",1.0,4.9,2018,True
2368,b95c,Hamburger Marys,9EV3,San Petersburgo,"Burgers, Bars, Adult Entertainment, Restaurants, Cabaret, Arts & Entertainment, Nightlife",1.0,3.8,2018,False
2371,b990,Craftsman House Gallery & Cafe,9EV3,San Petersburgo,"Arts & Entertainment, Restaurants, Art Galleries, American (New), Cafes, Shopping",1.0,5.0,2018,True
2387,badd,Old Earth Pure ORGANIC Food,9EV3,San Petersburgo,"Salad, Live/Raw Food, Vegan, Health Markets, Juice Bars & Smoothies, Restaurants, Specialty Food, Food",1.0,5.0,2018,True
2389,baf2,Top Slice Pizzeria,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,4.1,2018,True
2433,be49,Babalu,9EV3,San Petersburgo,"Nightlife, Burgers, Bars, American (Traditional), Restaurants",1.0,1.9,2018,False
2447,bf95,Side Door Deli,9EV3,San Petersburgo,"Delis, Restaurants",1.0,4.7,2018,True
2451,bfff,Chi-Town Beefs and Dogs,9EV3,San Petersburgo,"Sandwiches, Restaurants, Hot Dogs, Italian",1.0,3.3,2018,False
2470,c178,Big C's BBQ,9EV3,San Petersburgo,"Desserts, Salad, Food, Barbeque, Sandwiches, Restaurants",1.0,5.0,2018,True
2474,c1e4,Derby Lane,9EV3,San Petersburgo,"Arts & Entertainment, Restaurants, Steakhouses",1.0,3.7,2018,False
2504,c43b,Dragon Phoenix Chinese,9EV3,San Petersburgo,"Chinese, Restaurants",1.0,1.0,2018,False
2517,c5d3,Burger 21 - St. Petersburg,9EV3,San Petersburgo,"Restaurants, American (Traditional), Burgers",1.0,4.0,2018,True
2538,c72c,Cafe Vienna,9EV3,San Petersburgo,"Breakfast & Brunch, German, Austrian, Restaurants",1.0,4.2,2018,True
2552,c820,Joey Brooklyn's Famous Pizza Kitchen,9EV3,San Petersburgo,"Sandwiches, Pizza, Restaurants, Salad",1.0,3.9,2018,False
2568,c974,Yummy Thai,9EV3,San Petersburgo,"Thai, Restaurants",1.0,4.4,2018,True
2569,c979,Flippers Pizzeria,9EV3,San Petersburgo,"Pizza, Food, Restaurants, Salad, Sandwiches, Italian",1.0,4.4,2018,True
2576,c9b6,MNM BBQ,9EV3,San Petersburgo,"Salad, Event Planning & Services, Bars, Sandwiches, Restaurants, Barbeque, Food Delivery Services, Food Trucks, Food, Beer Bar, Nightlife, Caterers",1.0,4.5,2018,True
2611,ccc6,Burrito Boarder,9EV3,San Petersburgo,"Food, Restaurants, Specialty Food, Mexican",1.0,1.7,2018,False
2650,cfd5,El Tenampa Mexican Restaurant,9EV3,San Petersburgo,"Mexican, Restaurants",1.0,4.3,2018,True
2669,d1d1,The Left Bank Bistro,9EV3,San Petersburgo,"Coffee & Tea, Food, French, Restaurants, Breakfast & Brunch, Bars, Nightlife",1.0,4.4,2018,True
2677,d325,Donut Freak,9EV3,San Petersburgo,"Bakeries, Restaurants, Coffee & Tea, Breakfast & Brunch, Food, Donuts",1.0,3.0,2018,False
2678,d327,"CIRO Italian Bakery Cafè, Pizzeria and Restaurant",9EV3,San Petersburgo,"Restaurants, Italian, Pizza, Food, Bakeries",1.0,4.2,2018,True
2687,d3e3,Limon Loco Fresh Mexican Grill,9EV3,San Petersburgo,"New Mexican Cuisine, Tex-Mex, Food Delivery Services, Specialty Food, Pizza, Food, Mexican, Fast Food, Restaurants",0.5,1.0,2018,False
2715,d639,Biff Burger & Buffy's BBQ,9EV3,San Petersburgo,"Burgers, Restaurants, Nightlife, Barbeque, Bars",0.5,1.8,2018,False
2742,d897,Sab Cafe,9EV3,San Petersburgo,"Vietnamese, Cafes, Restaurants, Asian Fusion, Thai",1.0,3.2,2018,False
2745,d8c1,Aroy Thai and Sushi,9EV3,San Petersburgo,"Thai, Asian Fusion, Restaurants, Soup, Salad, Sushi Bars",1.0,4.1,2018,True
2749,d8d9,Cakes by Carolynn A Special Touch,9EV3,San Petersburgo,"Bakeries, Restaurants, Food",1.0,4.5,2018,True
2759,d98f,La Deja Vu Bistro,9EV3,San Petersburgo,"Food, Restaurants, Donuts, Ice Cream & Frozen Yogurt, Modern European, Breakfast & Brunch, Coffee & Tea, Desserts, Specialty Food, Beer, Wine & Spirits, Sandwiches",1.0,4.6,2018,True
2766,d9e4,China Pearl,9EV3,San Petersburgo,"Restaurants, Chinese, Food Delivery Services, Food, Asian Fusion, Fast Food",1.0,3.7,2018,False
2769,da24,Numex,9EV3,San Petersburgo,"New Mexican Cuisine, Nightlife, Soup, Bars, Food, Wine Bars, Salad, Restaurants, Desserts",1.0,4.3,2018,True
2773,da9a,The Fig Cafe & Hookah Lounge,9EV3,San Petersburgo,"Greek, Hookah Bars, Burgers, Juice Bars & Smoothies, Restaurants, Food, Bars, Cafes, Nightlife, Mediterranean",1.0,5.0,2018,True
2794,dc05,Cask And Ale,9EV3,San Petersburgo,"Bars, Restaurants, Tapas/Small Plates, Nightlife, Lounges",1.0,5.0,2018,True
2800,dc6a,"JO-EL'S Kosher Deli, Market & Café",9EV3,San Petersburgo,"Restaurants, Sandwiches, Food, Kosher, Delis, Food Delivery Services",1.0,4.5,2018,True
2803,dc85,Mr  Empanada - Saint Petersburg,9EV3,San Petersburgo,"Mediterranean, Latin American, Restaurants, Sandwiches, Spanish, Specialty Food, Food, Empanadas",1.0,4.5,2018,True
2812,dd19,Chile Verde Authentic Mexican Food,9EV3,San Petersburgo,"Restaurants, Mexican",1.0,4.3,2018,True
2838,dfaf,Karma Juice Bar & Eatery - Saint Petersburg,9EV3,San Petersburgo,"Food, Juice Bars & Smoothies, Acai Bowls, Restaurants, Gluten-Free, Breakfast & Brunch, Vegetarian",1.0,4.0,2018,True
2848,e02c,Empire Oyster Bar,9EV3,San Petersburgo,"Nightlife, Party & Event Planning, Food, Seafood, Bars, Caterers, Restaurants, Event Planning & Services, Pop-Up Restaurants",1.0,4.0,2018,True
2882,e2d8,Valhalla Bakery,9EV3,San Petersburgo,"Sandwiches, Vegan, Bakeries, Food, Desserts, Restaurants",1.0,5.0,2018,True
2904,e4f2,11 Chicks,9EV3,San Petersburgo,"Latin American, Restaurants, Venezuelan",1.0,4.8,2018,True
2917,e61a,House of Mama D's Barbecue And Seafood,9EV3,San Petersburgo,"Barbeque, Seafood, Restaurants",1.0,4.2,2018,True
2918,e64f,McAuley's Pub,9EV3,San Petersburgo,"Bars, Restaurants, Sports Bars, American (Traditional), Beer Bar, Pubs, Sandwiches, Nightlife",1.0,3.8,2018,False
2926,e6d5,Urban Comfort,9EV3,San Petersburgo,"Comfort Food, Restaurants, Event Planning & Services, Caterers, Food, Breweries, Southern",1.0,3.5,2018,False
2951,e8ca,28 Grams Pizza,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,3.2,2018,False
2953,e8de,Publix Super Market,9EV3,San Petersburgo,"Food, Delis, Grocery, Restaurants",1.0,5.0,2018,True
2969,e9f4,The Burg Diner,9EV3,San Petersburgo,"Diners, Restaurants",1.0,4.2,2018,True
2977,eaaa,Salem's Fresh Eats,9EV3,San Petersburgo,"Fast Food, Middle Eastern, Ethnic Food, Mediterranean, Chicken Wings, Diners, Seafood, Salad, Greek, Restaurants, Sandwiches, Specialty Food, Food",1.0,2.7,2018,False
2987,eb48,O' Bistro,9EV3,San Petersburgo,"American (New), Restaurants",1.0,3.0,2018,False
