id_centros_hosteleria,centros_hosteleria,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,categorias,puntuacion_usuarios,analisis_sentimientos,anio
G03UZ,Knights Inn Saint Petersburg,"2595 54Th Avenue North, I-275 Exit 26 54th Ave North",vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Hotels & Travel, Event Planning & Services",1.5,positivo,2017
8BDEM,I 75 Southbound Mile 238 Rest Area,Hwy 93A,YvhA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,D8OX,Ruskin,33570,27.7208633,-82.4331495,Florida,"Public Services & Government, Event Planning & Services, Hotels, Hotels & Travel, Landmarks & Historical Buildings, Rest Stops",3.5,positivo,2017
XPGKR,Infiniti of Clearwater,19740 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Automotive, Hotels & Travel, Car Rental, Car Dealers",3.5,positivo,2017
SGZZ4,Inn On The Gulf,6330 Clark St,7oPd,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,Y3QW,Hudson,34667,28.3644485,-82.6934343,Florida,"Restaurants, Steakhouses, Seafood, Hotels, Event Planning & Services, Hotels & Travel",4,positivo,2017
729HU,Inn On the Beach,1401 Gulf Way,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Bed & Breakfast, Event Planning & Services, Hotels & Travel, Hotels, Local Services",4.5,positivo,2017
UHO0Q,Innisbrook Lockness Pool,36750 US Hwy 19 N,Zhuo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,IKXB,Palm Harbor,"34683, 34684",28.0780718,-82.7637127,Florida,"Golf, Hotels & Travel, Event Planning & Services, Day Spas, Active Life, Beauty & Spas, Hotels",4,negativo,2017
5S2Z4,Innisbrook Resort,36750 US Hwy 19 N,Zhuo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,IKXB,Palm Harbor,"34683, 34684",28.0780718,-82.7637127,Florida,"Resorts, Hotels, Active Life, Hotels & Travel, Event Planning & Services, Beauty & Spas, Day Spas, Golf",3,positivo,2017
1LLZV,Island Boat Adventures,6800 Sunshine Skyway Ln S,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels & Travel, Tours",5,positivo,2017
DAWEX,Island Cay at Clearwater Beach,648 Poinsettia Ave,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Event Planning & Services, Hotels & Travel, Hotels, Resorts",4,negativo,2017
AYZU8,Kozuba & Sons Distillery,1960 5th Ave S,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Event Planning & Services, Tours, Hotels & Travel, Wine Tours, Venues & Event Spaces, Distilleries, Food",4.5,positivo,2017
Z69KI,Fairfield Inn & Suites Tampa Fairgrounds/Casino,6720 Lakeview Center Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels & Travel, Hotels",3,positivo,2017
YMHXC,Hilton St. Petersburg Bayfront,333 1st St SE,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Resorts",2.5,negativo,2017
SE8CI,Hilton St. Petersburg Carillon Park,950 Lake Carillon Dr,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels & Travel, Event Planning & Services, Hotels",4,positivo,2017
NBI5A,Hilton Tampa Airport Westshore,2225 N Lois Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Caterers, Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces",3,positivo,2017
3TVIJ,Island Inn Beach Resort,9980 Gulf Blvd,fOTb,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,dEd9,Treasure Island,33706,27.7691937,-82.7689906,Florida,"Hotels, Home Services, Real Estate, Vacation Rentals, Hotels & Travel, Event Planning & Services, Resorts, Property Management",3,positivo,2017
U4EK6,Keystone Motel Co,801 Gulf Way,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels & Travel, Hotels, Event Planning & Services",3.5,positivo,2017
JH1ST,Largo Central Park Nature Preserve,1199 E Bay Dr,e3jL,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,LIFE,Largo,"33770, 33771",27.9094665,-82.7873244,Florida,"Active Life, Tours, Hiking, Parks, Hotels & Travel, Walking Tours",4.5,positivo,2017
K3TT5,Kai Lani Catamaran,25 Causeway Blvd,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Boat Charters, Active Life, Wedding Planning, Boating, Event Planning & Services, Venues & Event Spaces, Tours, Hotels & Travel",4.5,positivo,2017
RW6EN,John's Pass Condos,12924 Gulf Blvd,109T,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SXN5,Madeira Beach,33708,27.7980814,-82.7973247,Florida,"Hotels & Travel, Hotels, Event Planning & Services",2,negativo,2017
P9BKH,John's Pass Beach Motel,12600 Gulf Blvd,fOTb,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,dEd9,Treasure Island,33706,27.7691937,-82.7689906,Florida,"Hotels & Travel, Event Planning & Services, Hotels",3,positivo,2017
RFF2D,Jimmy B's Beach Bar,6200 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels, Event Planning & Services, Nightlife, Hotels & Travel, American (Traditional), Music Venues, Arts & Entertainment, Caterers, Beer Bar, Bars, Restaurants",3.5,positivo,2017
PW3VG,JetBlue,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Airlines, Transportation",2,positivo,2017
A0U2K,J.C. Newman Cigar Company,2701 N 16th St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Historical Tours, Shopping, Tobacco Shops, Museums, Arts & Entertainment, Hotels & Travel, Tours",4.5,positivo,2017
TJVH4,Island Ferry,198 Madonna Blvd,080A,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,QInF,Tierra Verde,33715,27.6919746,-82.7234337,Florida,"Boat Charters, Local Services, Hotels & Travel, Event Planning & Services, Active Life",5,positivo,2017
QMR30,Jolley Trolley ,410 N Myrtle Ave,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Party & Event Planning, Event Planning & Services, Party Bus Rentals, Public Transportation, Transportation",2,positivo,2017
TD5JE,Fairfield Inn & Suites Clearwater,3070 Gulf To Bay Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Event Planning & Services, Hotels",4,positivo,2017
AM6LT,Lake Como Family Nudist Resort,20500 Cot Rd,cwIb,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,1GQ7,Lutz,"33548, 33549",28.1511243,-82.4614831,Florida,"Campgrounds, Hotels & Travel, Hotels, Resorts, Amateur Sports Teams, Nudist, Event Planning & Services, Vacation Rentals, Leisure Centers, Active Life",3.5,positivo,2017
BJBH7,La Quinta by Wyndham Tampa North I-75,17301 Dona Michelle Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel",3.5,positivo,2017
OAG0R,Embassy Suites by Hilton Tampa Brandon,10220 Palm River Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Venues & Event Spaces, Event Planning & Services",4,positivo,2017
RD2N2,Embassy Suites by Hilton Tampa Airport Westshore,555 N Westshore Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Event Planning & Services, Restaurants, Hotels",2.5,positivo,2017
Q1FTY,Elevage,1207 S Howard Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"American (New), Cocktail Bars, Salad, Breakfast & Brunch, Bars, Nightlife, Restaurants, Hotels & Travel",4,positivo,2017
ROVPN,Edge Hotel,505 S Gulfview Blvd,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Event Planning & Services, Hotels & Travel, Hotels, Resorts, Venues & Event Spaces",3,positivo,2017
6TE5T,Econo Lodge Airport @ Rj Stadium,4732 N Dale Mabry,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Hotels & Travel, Event Planning & Services",1.5,positivo,2017
6LR4S,Econo Auto Rentals,"9017 E Adamo Dr, Ste 115",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Car Rental, Hotels & Travel",3.5,positivo,2017
6Z4HM,Extended Stay America - Tampa - North Airport,5401 Beaumont Ctr. Blvd. East,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Event Planning & Services, Hotels & Travel",1.5,negativo,2017
OD7U0,Fairfield Inn & Suites Holiday Tarpon Springs,3060 US Highway 19,D1CU,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,DVM9,Holiday,"34690, 34691",28.18779,-82.7395454,Florida,"Hotels, Event Planning & Services, Hotels & Travel, Venues & Event Spaces",3.5,positivo,2017
UYP5L,Gators Parasail,207 Boardwalk Pl E,109T,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SXN5,Madeira Beach,33708,27.7980814,-82.7973247,Florida,"Sport Equipment Hire, Parasailing, Hotels & Travel, Tours, Active Life",5,positivo,2017
Y53KP,Florida Cane Distillery,1820 N 15th St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Distilleries, Local Flavor, Hotels & Travel, Tours, Education, Food, Tasting Classes, Beer, Wine & Spirits, Cocktail Bars, Nightlife, Bars",5,positivo,2017
GCKQT,Ft De Soto Ferry to Egmont Key,3500 Pinellas Bayway S,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Active Life, Beaches, Boating, Tours, Hotels & Travel",4,positivo,2017
3LY6S,Frog Creek Rv Campground,8515 Bayshore Rd,gHZf,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,WJ3L,Palmetto,34221,27.5214269,-82.5723193,Florida,"Rafting/Kayaking, Campgrounds, Active Life, Hotels & Travel",3,positivo,2017
8Q56A,Fox Rent A Car,"5405 Airport Service Rd, Ste C-403",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Car Rental, Hotels & Travel",1.5,negativo,2017
NE87Q,Four Points by Sheraton Suites Tampa Airport Westshore,4400 W Cypress St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",3.5,positivo,2017
G9SQ8,Flying Boat Brewing,1776 11th Ave N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Food, Breweries, Bars, Nightlife, Beer Bar, Tours, Beer Tours, Hotels & Travel, Venues & Event Spaces, Event Planning & Services",4.5,positivo,2017
027ZY,"Floridan Palace Hotel, BW Premier Collection",905 N Florida Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Contractors, Home Services, Event Planning & Services, Piano Bars, Hotels & Travel, American (Traditional), Wedding Planning, Nightlife, Hotels, Local Flavor, Venues & Event Spaces, Greek, Restaurants",3,positivo,2017
JLZP3,Florida Eco-Adventures,Null,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Rafting/Kayaking, Paddleboarding, Tours, Active Life, Summer Camps, Hotels & Travel",4,positivo,2017
LWBEM,La Quinta by Wyndham Tampa Brandon Regency Park,310 Grand Regency Blvd,uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3,positivo,2017
6WYQ1,L3 Limo,4920 Trenton St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Party Bus Rentals, Hotels & Travel, Party & Event Planning, Limos, Event Planning & Services, Airlines, Transportation",4.5,positivo,2017
LGXBE,La Quinta by Wyndham Tampa Bay Area-Tampa South,4620 West Gandy Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3,positivo,2017
4OKSU,La Quinta by Wyndham St. Petersburg Northeast,6638 4th Street North,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels & Travel, Event Planning & Services, Hotels",2.5,positivo,2017
9O8RY,La Quinta by Wyndham St. Pete-Clearwater Airport,3301 Ulmerton Rd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Hotels, Event Planning & Services",2.5,positivo,2017
8ZPH3,La Quinta by Wyndham Clearwater South,5000 Lake Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Event Planning & Services, Hotels",2.5,positivo,2017
40YI3,La Quinta by Wyndham USF,3701 East Fowler Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel",2.5,positivo,2017
8G581,Fairfield Inn & Suites by Marriott Tampa Westshore/Airport,2215 N Lois Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces",4,positivo,2017
QOJ55,Finish Line Scooters,6600 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St Pete Beach,33706,27.7428134,-82.7504542,Florida,"Tanning, Motorcycle Dealers, Bike Rentals, Beauty & Spas, Motorcycle Rental, Active Life, Hotels & Travel, Transportation, Taxis, Automotive",3,negativo,2017
QX08P,Fitzgerald's Countryside Hyundai,27419 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Car Rental, Automotive, Auto Repair, Car Dealers, Hotels & Travel, Auto Parts & Supplies, Auto Loan Providers, Used Car Dealers",3,positivo,2017
9XZVE,Fitzgerald's Countryside Subaru,27365 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Automotive, Car Rental, Auto Parts & Supplies, Auto Repair, Hotels & Travel, Car Dealers, Used Car Dealers",4,positivo,2017
RFE88,Fairfield Inn & Suites Tampa Brandon,10150 Palm River Road,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Event Planning & Services",2.5,positivo,2017
U0WGK,Flamingo Resort,4601 34th St S,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Hostels, Gay Bars, Bars, Nightlife, Hotels, Hotels & Travel, Event Planning & Services, Restaurants, Resorts",2,negativo,2017
NWQSL,Florida Currency Exchange,250 Westshore Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Financial Services, Currency Exchange, Travel Services, Banks & Credit Unions, Hotels & Travel",4,positivo,2017
DGWP6,Fairfield Inn St. Petersburg Clearwater,3211 Executive Dr,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3.5,positivo,2017
84GEI,Howard Johnson by Wyndham Port Richey,11810 US Hwy 19,S9aR,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,9LT4,Port Richey,34668,28.2716755,-82.7195451,Florida,"Hotels & Travel, Event Planning & Services, Hotels",2,positivo,2017
PSJV3,Howard Johnson Resort Hotel by Wyndham St. Pete Beach FL,6100 Gulf Blvd.,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Event Planning & Services, Hotels & Travel, Hotels",2.5,positivo,2017
QDGZI,Hilton Tampa Downtown,211 N Tampa St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel",3,positivo,2017
KDEWB,Country Inn & Suites By Radisson St. Petersburg - Clearwater,8050 US Hwy 19N,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33781,27.8428025,-82.6995443,Florida,"Event Planning & Services, Hotels, Hotels & Travel, Bed & Breakfast",2.5,positivo,2017
FVEE6,Country Inn & Suites Radisson,11551 Discovery Ln,AiDA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,JIN0,Seffner,33584,27.9836329,-82.2756468,Florida,"Hotels & Travel, Hotels, Event Planning & Services",3.5,positivo,2017
EUUY1,Cross-Bay Ferry,375 Bayshore Dr NE,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels & Travel, Transportation, Public Transportation",4,positivo,2017
6MAFB,Beach House Suites by the Don Cesar,3860 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels, Event Planning & Services, Hotels & Travel",3.5,positivo,2017
US93Z,Beachview Inn,325 S Gulf View Blvd,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Hotels, Hotels & Travel, Event Planning & Services, Vacation Rentals",3,positivo,2017
UUQL7,Beachwalk Inn,355 S Gulfview Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Event Planning & Services, Hotels",4,positivo,2017
0VQUK,Beer Can Island,1 Beer Can Island Way,dDzA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,20PF,Apollo Beach,33572,27.7730836,-82.4075935,Florida,"Beaches, Boating, Active Life, Resorts, Hotels & Travel, Parks",4.5,positivo,2017
Q2SUN,Belleair Beach Club,3200 Gulf Blvd,7L7B,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,FYL5,Belleair Beach,33786,27.9230767,-82.8431594,Florida,"Hotels & Travel, Hotels, Event Planning & Services",3.5,positivo,2017
RZKPM,Belleair Beach Resort Motel,2040 Gulf Blvd,7L7B,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,FYL5,Belleair Beach,33786,27.9230767,-82.8431594,Florida,"Event Planning & Services, Hotels & Travel, Hotels, Vacation Rentals, Resorts",3.5,positivo,2017
IIKZT,Country Inn & Suites by Radisson,915 S Falkenburg Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Event Planning & Services, Hotels",2.5,negativo,2017
PW30Y,Courtyard Tampa Downtown,102 E Cass St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3,positivo,2017
4DTIY,Belmont Inn and Suites Port Richey,11736 US Hwy 19 N,S9aR,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,9LT4,Port Richey,34668,28.2716755,-82.7195451,Florida,"Event Planning & Services, Hotels, Hotels & Travel",1,negativo,2017
P88OI,Best Western Plus Yacht Harbor Inn,150 Marina Plz,AE6H,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,L2T6,Dunedin,34698,28.0197404,-82.7717684,Florida,"Event Planning & Services, Hotels, Hotels & Travel",2.5,positivo,2017
8DGVB,Courtyard Tampa North/I-75 Fletcher,13575 Cypress Glen Ln,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Venues & Event Spaces, Hotels & Travel, Hotels",2.5,positivo,2017
