id_centros_entretenimiento,centros_entretenimiento,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,categorias,puntuacion_usuarios,analisis_sentimientos,url_del_negocio,anio,categoria_general,atributo,categoria,ranquing_por_usuario,url
M6AL4,Factory Shops Boulevard,"Manatee , Florida",mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,"34205, 34208",27.4989278,-82.5748194,Florida,,,,,2019,Entretenimiento,,,,
HT6PF,Argyle Family Dentistry,"Merchants Gate Drive, Oakleaf Town Center",IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,"32202, 32207, 32210",30.3321838,-81.655651,Florida,,,,,2019,Entretenimiento,,,,
M151C,Merchants Gate Drive,"Oakleaf Town Center, Jacksonville",IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,"32202, 32207, 32210",30.3321838,-81.655651,Florida,,,,,2019,Entretenimiento,,,,
XW6TF,The Oaks Mall,"6419, West Newberry Road",ZWir,Alachua,"32601, 32605, 32608",29.6579549,-82.3017728,BX1N,Gainesville,"32601, 32608",29.6519563,-82.324998,Florida,,,,,2019,Entretenimiento,,,,
SOS0D,Indian Rocks Road,"Largo Condominium Complex, Largo",TnXm,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,9EV3,San Petersburgo,"33701, 33713",27.7671271,-82.6384451,Florida,,,,,2019,Entretenimiento,,,,
2NSQF,430,"Orlando Avenue, Orlando",lomP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,20SI,Apopka,"32703, 32712",28.6934076,-81.5322149,Florida,,,,,2019,Entretenimiento,,,,
49SKD,Frank Street,"WestgateCRA, Westgate-Belvedere Homes",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2019,Entretenimiento,,,,
8TIMH,Landmark Shopping Center,"North 20th Street, Hillsborough",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2019,Entretenimiento,,,,
BFE4V,LandMark Plaza,"East Fletcher Avenue, Hillsborough",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2019,Entretenimiento,,,,
SROS1,Lakeview Shopping Center,"Hartford Street South, Saint Petersburg",TnXm,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,9EV3,San Petersburgo,"33701, 33713",27.7671271,-82.6384451,Florida,,,,,2019,Entretenimiento,,,,
A9S5H,Carrollwood Commons,"North Dale Mabry Highway, Hillsborough",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2019,Entretenimiento,,,,
RKNC8,CocoWalk,"3015, Grand Avenue",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2019,Entretenimiento,,,,
S776Y,AMC The Regency 20,2496 W. Brandon Blvd,uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,"Cinema, Arts & Entertainment",2.5,positivo,,2019,Entretenimiento,,,,
RV1AH,Fashion Square Mall,"Cady Way Trail, Orlando",lomP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,20SI,Apopka,"32703, 32712",28.6934076,-81.5322149,Florida,,,,,2019,Entretenimiento,,,,
5G2RF,AMC Veterans 24,9302 Anderson Road,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Cinema, Arts & Entertainment",4,positivo,,2019,Entretenimiento,,,,
9RSFG,AMC Woodlands Square 20,3128 Tampa Road,WAVo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,96OP,Oldsmar,34677,28.0341847,-82.6650992,Florida,"Arts & Entertainment, Cinema",3.5,positivo,,2019,Entretenimiento,,,,
Q9JXX,International Independent Showmen's Museum,6938 Riverview Dr,bXLF,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,TC12,Riverview,"33578, 33579",27.8661364,-82.3264809,Florida,"Museums, Local Services, Community Service/Non-Profit, Arts & Entertainment",5,positivo,,2019,Entretenimiento,,,,
XJHL0,Imagine Museum,1901 Central Ave,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Art Museums, Arts & Entertainment, Art Galleries, Museums, Shopping",5,positivo,,2019,Entretenimiento,,,,
BWB64,Howl-O-Scream,3000 E Busch Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Local Flavor, Performing Arts, Active Life, Amusement Parks, Haunted Houses, Arts & Entertainment",3.5,positivo,,2019,Entretenimiento,,,,
KYIGZ,Heritage Village & Historical Museum,11909 125th St N,e3jL,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,LIFE,Largo,"33770, 33771",27.9094665,-82.7873244,Florida,"Arts & Entertainment, Museums, Public Services & Government, Landmarks & Historical Buildings",5,positivo,,2019,Entretenimiento,,,,
NW7W1,Henry B. Plant Park,301-317 Ut University Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Museums, Local Flavor, Parks, Botanical Gardens, Arts & Entertainment, Active Life",4.5,positivo,,2019,Entretenimiento,,,,
TK92R,Henry B. Plant Museum,401 W Kennedy Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Arts & Entertainment, Museums",4,positivo,,2019,Entretenimiento,,,,
C399L,Great Explorations Children's Museum,1925 4th St N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Museums, Arts & Entertainment, Children's Museums",3.5,positivo,,2019,Entretenimiento,,,,
24ZHU,Glazer Children's Museum,110 W Gasparilla Plz,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Toy Stores, Shopping, Arts & Entertainment, Museums, Local Flavor, Children's Museums",4,positivo,,2019,Entretenimiento,,,,
1IFM8,Ghost Party Haunted Tours,1600 E 8th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Arts & Entertainment, Tours, Local Flavor, Historical Tours, Themed Cafes, Dinner Theater, Nightlife, Festivals, Restaurants, Bars, Hotels & Travel, Cafes, Event Planning & Services, Travel Services, Haunted Houses, Walking Tours, Party & Event Planning",3,positivo,,2019,Entretenimiento,,,,
7W86V,GameTime,1600 E 8th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Sports Bars, Arts & Entertainment, Venues & Event Spaces, Books, Mags, Music & Video, Amusement Parks, American (Traditional), Shopping, Restaurants, Videos & Video Game Rental, Active Life, Bars, Arcades, Nightlife",3,positivo,,2019,Entretenimiento,,,,
SE0QE,GQT Riverview 14 GDX,10550 E Bay Rd,j2Dh,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,EPNS,Gibsonton,33534,27.8536365,-82.382593,Florida,"Cinema, Arts & Entertainment",4.5,positivo,,2019,Entretenimiento,,,,
07WWW,Fun Lan Drive In Theatre,2302 E Hillsborough Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Flea Markets, Cinema, Arts & Entertainment, Shopping",3.5,positivo,,2019,Entretenimiento,,,,
W4GIV,Fins and Skins,"8451 49th St N, Ste 102",1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33781,27.8428025,-82.6995443,Florida,"Pets, Reptile Shops, Aquarium Services, Pet Services, Pet Stores",3.5,positivo,,2019,Entretenimiento,,,,
JGOYS,Alligator & Wildlife Discovery Center,"12973 Village Blvd, Ste A-J",109T,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SXN5,Madeira Beach,33708,27.7980814,-82.7973247,Florida,"Aquariums, Zoos, Petting Zoos, Education, Active Life",4,positivo,,2019,Entretenimiento,,,,
NONBT,Adventure Island,10001 N McKinley Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Amusement Parks, Active Life, Water Parks",3,positivo,,2019,Entretenimiento,,,,
X22UH,Murdock Plaza,"1700, Tamiami Trail",Flv3,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,BFIE,Placida,33946,26.8339094,-82.2624037,Florida,,,,,2019,Entretenimiento,,,,
CMZRV,AirHeads Trampoline Arena - St. Pete/Clearwater,12401 Belcher Rd,e3jL,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,LIFE,Largo,"33770, 33771",27.9094665,-82.7873244,Florida,"American (Traditional), Parks, Amusement Parks, Venues & Event Spaces, Fitness & Instruction, Party & Event Planning, Pizza, Event Planning & Services, Recreation Centers, Restaurants, Active Life, Trampoline Parks",3.5,positivo,,2019,Entretenimiento,,,,
U0R0L,AMC West Shore 14,210 Westshore Plaza,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Arts & Entertainment, Cinema",3,positivo,,2019,Entretenimiento,,,,
K5MGL,Plaza 800,"5th Avenue South, Redevelopment Area",V1oO,Collier,"34102, 34112, 34120",26.069985,-81.4278984,R3EM,Naples,"34102, 34103",26.1420358,-81.7948103,Florida,,,,,2019,Entretenimiento,,,,
2JGG6,Shoppes of Winder Oaks,"6700, Conroy Windermere Road",lomP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,20SI,Apopka,"32703, 32712",28.6934076,-81.5322149,Florida,,,,,2019,Entretenimiento,,,,
TJES9,Concorde Plaza,"2825, Northeast 191st Street",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2019,Entretenimiento,,,,
P7IHV,Centro Comercial Managua,"Southwest 104th Court, Sweetwater",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2019,Entretenimiento,,,,
A1ZL8,Legacy Place,"Fairchid Extension, Monet",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2019,Entretenimiento,,,,
RFOP9,Northlake Promenade Shoppes,"Palmetto Drive, Lake Park",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2019,Entretenimiento,,,,
WU2FU,Market Street At Heath Brook,"FL 200, The Estates at Heathbrook",KWSo,Marion,"34470, 34481, 34488",29.2787765,-82.12784,32TL,Citra,33434,29.4119166,-82.1098156,Florida,,,,,2019,Entretenimiento,,,,
NTU2O,Palm Beach Outlet,"1751, Palm Beach Lakes Boulevard",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2019,Entretenimiento,,,,
E8IF3,Tin City,"1200, 5th Avenue South",V1oO,Collier,"34102, 34112, 34120",26.069985,-81.4278984,R3EM,Naples,"34102, 34103",26.1420358,-81.7948103,Florida,,,,,2019,Entretenimiento,,,,
0WUZ6,Orlando International Premium Outlet,"4951, International Drive",lomP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,20SI,Apopka,"32703, 32712",28.6934076,-81.5322149,Florida,,,,,2019,Entretenimiento,,,,
PZMQV,European Village,"European Village Loop, European Village",7ZS2,Flagler,"32110, 32136, 32164",29.4086072,-81.2518833,7IG8,Bunnell,32110,29.4660863,-81.2578416,Florida,,,,,2019,Entretenimiento,,,,
L1V2I,The Grove Shoppes,"Saint George Street, Model Land Historic District",oU90,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,SB9H,Elkton,32033,29.7829858,-81.4258833,Florida,,,,,2019,Entretenimiento,,,,
VU38H,The UPS Store #6657,"6526, Old Brick Road",lomP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,20SI,Apopka,"32703, 32712",28.6934076,-81.5322149,Florida,,,,,2019,Entretenimiento,,,,
0W4K2,Anchor Shops & Parking,"16th Street, Miami Beach",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2019,Entretenimiento,,,,
6K0PZ,Homestead Towne Square,"Dixie Highway, Homestead",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2019,Entretenimiento,,,,
SVHRY,Miami Design District,"140, Northeast 39th Street",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2019,Entretenimiento,,,,
XLGNY,Lincoln Center,"690, Lincoln Road",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2019,Entretenimiento,,,,
5G8QK,Shout Supermarket,"North Olive Avenue, West Palm Beach",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2019,Entretenimiento,,,,
AFTEV,Chiefland Regional Shopping Center,"2202, Young Boulevard",E4Id,Levy,"32621, 32696",29.3178545,-82.820974,8YJC,Bronson,32622,29.4477445,-82.6423336,Florida,,,,,2019,Entretenimiento,,,,
BZLDC,Upper Buena Vista,"Northeast 50th Terrace, Miami",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2019,Entretenimiento,,,,
Q1B35,Bird Galloway Center,"Southwest 40th Street, Pioneer Park",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2019,Entretenimiento,,,,
FPIWF,Shoppes at 104,"Southwest 104th Street, The Hammocks",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2019,Entretenimiento,,,,
APOPF,RK Village Plaza - Raanan Katz Shopping Center,"Collins Avenue, Sunny Isles Beach",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2019,Entretenimiento,,,,
UUTB1,ONE DAYTONA,"Daytona Boulevard, Daytona Beach",Fxcr,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,CVZR,Daytona Beach,"32114, 32118",29.2108147,-81.0228331,Florida,,,,,2019,Entretenimiento,,,,
JXRVY,Southgate Shopping Center,"Southeast Lakeview Drive, South Sebring",01NG,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,17WO,Avon Park,33825,27.5958672,-81.5061862,Florida,,,,,2019,Entretenimiento,,,,
X12YY,Glengary Shoppes,"4020, South Tamiami Trail",ysNl,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,RXNR,Englewood,"34223, 34224",26.9620053,-82.3525952,Florida,,,,,2019,Entretenimiento,,,,
FNWUR,Crestwood Square,"11963, Crestwood Boulevard",WpVu,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,AT0H,West Palm Beach,"33401, 33409, 33417",26.7144532,-80.0549456,Florida,,,,,2019,Entretenimiento,,,,
CZ5R3,Middleton Downtown,"Doctor Randy McDaniel Way, Wildwood",4ZSv,Marion,"34470, 34481, 34488",29.2787765,-82.12784,UIPT,The Villages,"32162, 32163",28.927019,-82.0037608,Florida,,,,,2019,Entretenimiento,,,,
RH5HL,Shoppes at Paradise Pointe,"Perry Avenue Southeast, Fort Walton Beach",rK5s,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,1YJ4,Baker,32531,30.7971318,-86.681344,Florida,,,,,2019,Entretenimiento,,,,
0E99V,The Village at Hunter's Lake,"Bruce B Downs Boulevard, Trout Creek Commons",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2019,Entretenimiento,,,,
SCDKU,Perry Plaza,"Perry Avenue Southeast, Fort Walton Beach",rK5s,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,1YJ4,Baker,32531,30.7971318,-86.681344,Florida,,,,,2019,Entretenimiento,,,,
SZH0F,University Mall,"2200, East Fowler Avenue",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2019,Entretenimiento,,,,
5XWRA,X-Treme Fun Center,13211 93rd St N,e3jL,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,LIFE,Largo,"33770, 33771",27.9094665,-82.7873244,Florida,"Active Life, Amusement Parks, Arts & Entertainment, Party & Event Planning, Arcades, Event Planning & Services, Laser Tag, Batting Cages",3.5,positivo,,2019,Entretenimiento,,,,
BWLLY,DeSoto Square Mall,"3rd Street West, South Bradenton",mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,"34205, 34208",27.4989278,-82.5748194,Florida,,,,,2019,Entretenimiento,,,,
M2OJM,Winn-Dixie,"2535, Bon Vie Place",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2019,Entretenimiento,,,,
I7FHX,Lakeview Plaza,"Cypress Edge Drive, Palm Coast",7ZS2,Flagler,"32110, 32136, 32164",29.4086072,-81.2518833,7IG8,Bunnell,32110,29.4660863,-81.2578416,Florida,,,,,2019,Entretenimiento,,,,
A4482,Rutland Plaza,"Meadowlawn Drive North, Meadowlawn",TnXm,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,9EV3,San Petersburgo,"33701, 33713",27.7671271,-82.6384451,Florida,,,,,2019,Entretenimiento,,,,
IQSDN,Dezerland Park Orlando,"5250, International Drive",lomP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,20SI,Apopka,"32703, 32712",28.6934076,-81.5322149,Florida,,,,,2019,Entretenimiento,,,,
HMZ4L,The Mall at Millenia,"4200, Conroy Road",lomP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,20SI,Apopka,"32703, 32712",28.6934076,-81.5322149,Florida,,,,,2019,Entretenimiento,,,,
FR08K,Sparkman Wharf,"615, Channelside Drive",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2019,Entretenimiento,,,,
0M1FG,Natural Food Market Place,"Alton Road, Miami Beach",gBpa,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,QCAZ,Hialeah,"33012, 33014",25.8575963,-80.2781057,Florida,,,,,2019,Entretenimiento,,,,
7JPE4,Thrift Life,"296, San Marco Street",oU90,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,SB9H,Elkton,32033,29.7829858,-81.4258833,Florida,,,,,2019,Entretenimiento,,,,
J9Z97,Brandon Town Center Drive,"Brandon, Hillsborough",uHNL,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,W2W7,Brandon,"33510, 33511",27.937801,-82.2859247,Florida,,,,,2019,Entretenimiento,,,,
T9L7O,Jump Station Florida,"12640 62nd St, Ste 100",e3jL,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,LIFE,Largo,"33770, 33771",27.9094665,-82.7873244,Florida,"Party & Event Planning, Restaurants, Arts & Entertainment, Pizza, Arcades, Venues & Event Spaces, Event Planning & Services, Active Life, Kids Activities, Recreation Centers, Amusement Parks",4,positivo,,2019,Entretenimiento,,,,
CNXKG,Live Oak Avenue,"Haines City, Polk",bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,"33801, 33813",28.0394654,-81.9498042,Florida,,,,,2019,Entretenimiento,,,,
MDE0H,MOSI,4801 E Fowler Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Arts & Entertainment, Tours, Cinema, Hotels & Travel, Museums",3,positivo,,2019,Entretenimiento,,,,
KG4IR,Can You Escape?,"5811 Memorial Hwy, Ste 203-208",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Escape Games, Team Building Activities, Challenge Courses, Active Life, Amusement Parks",4.5,positivo,,2019,Entretenimiento,,,,
WW0IK,Captain Bligh's Landing,630 S Gulfview Blvd,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Active Life, Mini Golf, Amusement Parks",3.5,positivo,,2019,Entretenimiento,,,,
XBL09,Celebration Station,24546 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Amusement Parks, Mini Golf, Active Life, Arts & Entertainment, Go Karts, Arcades",2.5,negativo,,2019,Entretenimiento,,,,
J2532,Centro Ybor,1600 E 8th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Shopping Centers, Cinema, Nightlife, Shopping, Arts & Entertainment",4,positivo,,2019,Entretenimiento,,,,
47COZ,Chamber of Terror Haunted House,4207 W Oklahoma Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Escape Games, Amusement Parks, Arcades, Haunted Houses, Nightlife, Active Life, Arts & Entertainment",4,positivo,,2019,Entretenimiento,,,,
54JQ6,Cheetah Hunt,10165 N McKinley Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Active Life, Amusement Parks",4.5,positivo,,2019,Entretenimiento,,,,
YDNJ0,Chihuly Collection,720 Central Ave,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Art Galleries, Arts & Entertainment, Shopping, Museums",4,positivo,,2019,Entretenimiento,,,,
NDVPT,Christmas Town Busch Gardens,10165 N Malcolm Mckinley Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Arts & Entertainment, Festivals, Amusement Parks, Active Life, Trampoline Parks",4,positivo,,2019,Entretenimiento,,,,
O8MUN,Cinema 6,9510 US Hwy 19,S9aR,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,9LT4,Port Richey,34668,28.2716755,-82.7195451,Florida,"Arts & Entertainment, Cinema",3.5,positivo,,2019,Entretenimiento,,,,
91RNZ,CMX Tyrone Luxury 10,2998 Tyrone Blvd N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Cinema, Arts & Entertainment",3.5,negativo,,2019,Entretenimiento,,,,
IHWSR,CinéBistro at Grove 16,6333 Wesley Grove Blvd,j5qg,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,CQ72,Wesley Chapel,"33543, 33544",28.240527,-82.3272551,Florida,"Arts & Entertainment, American (Traditional), Cinema, Cafes, Nightlife, Dinner Theater, Lounges, Restaurants, Bars",3.5,negativo,,2019,Entretenimiento,,,,
IPC0X,Cobbster's Kitchen & Bar,2998 Tyrone Blvd N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Restaurants, Dinner Theater, Burgers, Pizza",4,positivo,,2019,Entretenimiento,,,,
SFNP2,Cobra's Curse,10165 Mckinley Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Active Life, Amusement Parks",3.5,positivo,,2019,Entretenimiento,,,,
